    file problem time exit-status
82 122581__300__8_8_11__76.apx SE-GR 126 0
83 122581__300__8_8_11__76.apx EE-CO 21270 0
84 122581__300__8_8_11__76.apx SE-CO 21283 0
85 122581__300__8_8_11__76.apx EE-ST 13596 0
86 122581__300__8_8_11__76.apx SE-ST 13598 0
87 122581__300__8_8_11__76.apx EE-PR 21263 0
88 122581__300__8_8_11__76.apx SE-PR 21297 0
89 122639__300__13_13_18__9.apx EE-GR 126 0
90 122639__300__13_13_18__9.apx SE-GR 126 0
91 122639__300__13_13_18__9.apx EE-CO 165 0
92 122639__300__13_13_18__9.apx SE-CO 163 0
93 122639__300__13_13_18__9.apx EE-ST 160 0
94 122639__300__13_13_18__9.apx SE-ST 158 0
95 122639__300__13_13_18__9.apx EE-PR 166 0
96 122639__300__13_13_18__9.apx SE-PR 165 0
97 122981__300__12_12_24__47.apx EE-GR 120 0
98 122981__300__12_12_24__47.apx SE-GR 121 0
99 122981__300__12_12_24__47.apx EE-CO 139 0
100 122981__300__12_12_24__47.apx SE-CO 137 0
101 122981__300__12_12_24__47.apx EE-ST 138 0
102 122981__300__12_12_24__47.apx SE-ST 139 0
103 122981__300__12_12_24__47.apx EE-PR 140 0
104 122981__300__12_12_24__47.apx SE-PR 139 0
105 123848__400__9_11_33__51.apx EE-GR 103 0
106 123848__400__9_11_33__51.apx SE-GR 103 0
107 123848__400__9_11_33__51.apx EE-CO 3283 0
108 123848__400__9_11_33__51.apx SE-CO 3274 0
109 123848__400__9_11_33__51.apx EE-ST 1201 0
110 123848__400__9_11_33__51.apx SE-ST 1198 0
111 123848__400__9_11_33__51.apx EE-PR 3281 0
112 123848__400__9_11_33__51.apx SE-PR 3276 0
113 124293__300__9_9_17__24.apx EE-GR 157 0
114 124293__300__9_9_17__24.apx SE-GR 132 0
115 124293__300__9_9_17__24.apx EE-CO 199 0
116 124293__300__9_9_17__24.apx SE-CO 199 0
117 124293__300__9_9_17__24.apx EE-ST 183 0
118 124293__300__9_9_17__24.apx SE-ST 182 0
119 124293__300__9_9_17__24.apx EE-PR 199 0
120 124293__300__9_9_17__24.apx SE-PR 199 0
121 124850__300__7_7_11__38.apx EE-GR 125 0
122 124850__300__7_7_11__38.apx SE-GR 124 0
123 124850__300__7_7_11__38.apx EE-CO 20340 0
124 124850__300__7_7_11__38.apx SE-CO 20382 0
125 124850__300__7_7_11__38.apx EE-ST 12890 0
126 124850__300__7_7_11__38.apx SE-ST 12890 0
127 124850__300__7_7_11__38.apx EE-PR 20344 0
128 124850__300__7_7_11__38.apx SE-PR 20369 0
129 126235__300__15_15_23__61.apx EE-GR 123 0
130 126235__300__15_15_23__61.apx SE-GR 123 0
131 126235__300__15_15_23__61.apx EE-CO 276 0
132 126235__300__15_15_23__61.apx SE-CO 271 0
133 126235__300__15_15_23__61.apx EE-ST 201 0
134 126235__300__15_15_23__61.apx SE-ST 200 0
135 126235__300__15_15_23__61.apx EE-PR 271 0
136 126235__300__15_15_23__61.apx SE-PR 271 0
137 126695__300__12_12_54__79.apx EE-GR 127 0
138 126695__300__12_12_54__79.apx SE-GR 102 0
139 126695__300__12_12_54__79.apx EE-CO 114 0
140 126695__300__12_12_54__79.apx SE-CO 111 0
141 126695__300__12_12_54__79.apx EE-ST 106 0
142 126695__300__12_12_54__79.apx SE-ST 105 0
143 126695__300__12_12_54__79.apx EE-PR 112 0
144 126695__300__12_12_54__79.apx SE-PR 112 0
145 127258__300__12_12_22__37.apx EE-GR 123 0
146 127258__300__12_12_22__37.apx SE-GR 124 0
147 127258__300__12_12_22__37.apx EE-CO 744 0
148 127258__300__12_12_22__37.apx SE-CO 746 0
149 127258__300__12_12_22__37.apx EE-ST 498 0
150 127258__300__12_12_22__37.apx SE-ST 496 0
151 127258__300__12_12_22__37.apx EE-PR 747 0
152 127258__300__12_12_22__37.apx SE-PR 743 0
153 127686__300__2_2_4__30.apx EE-GR 116 0
154 127686__300__2_2_4__30.apx SE-GR 115 0
155 127686__300__2_2_4__30.apx EE-CO 120004 124
156 127686__300__2_2_4__30.apx SE-CO 120003 124
157 127686__300__2_2_4__30.apx EE-ST 87769 0
158 127686__300__2_2_4__30.apx SE-ST 87949 0
159 127686__300__2_2_4__30.apx EE-PR 120004 124
160 127686__300__2_2_4__30.apx SE-PR 120003 124
161 128045__300__8_8_11__38.apx EE-GR 160 0
162 128045__300__8_8_11__38.apx SE-GR 138 0
163 128045__300__8_8_11__38.apx EE-CO 13001 0
164 128045__300__8_8_11__38.apx SE-CO 13002 0
165 128045__300__8_8_11__38.apx EE-ST 8224 0
166 128045__300__8_8_11__38.apx SE-ST 8216 0
167 128045__300__8_8_11__38.apx EE-PR 13001 0
168 128045__300__8_8_11__38.apx SE-PR 13008 0
169 130138__300__13_14_55__2.apx EE-GR 124 0
170 130138__300__13_14_55__2.apx SE-GR 101 0
171 130138__300__13_14_55__2.apx EE-CO 119 0
172 130138__300__13_14_55__2.apx SE-CO 113 0
173 130138__300__13_14_55__2.apx EE-ST 109 0
174 130138__300__13_14_55__2.apx SE-ST 107 0
175 130138__300__13_14_55__2.apx EE-PR 117 0
176 130138__300__13_14_55__2.apx SE-PR 115 0
177 130999__300__2_2_3__71.apx EE-GR 116 0
178 130999__300__2_2_3__71.apx SE-GR 115 0
179 130999__300__2_2_3__71.apx EE-CO 120003 124
180 130999__300__2_2_3__71.apx SE-CO 120003 124
181 130999__300__2_2_3__71.apx EE-ST 73865 0
182 130999__300__2_2_3__71.apx SE-ST 73987 0
183 130999__300__2_2_3__71.apx EE-PR 120003 124
184 130999__300__2_2_3__71.apx SE-PR 120004 124
185 131734__300__7_7_14__88.apx EE-GR 154 0
186 131734__300__7_7_14__88.apx SE-GR 127 0
187 131734__300__7_7_14__88.apx EE-CO 10542 0
188 131734__300__7_7_14__88.apx SE-CO 10542 0
189 131734__300__7_7_14__88.apx EE-ST 7001 0
190 131734__300__7_7_14__88.apx SE-ST 7003 0
191 131734__300__7_7_14__88.apx EE-PR 10538 0
192 131734__300__7_7_14__88.apx SE-PR 10553 0
193 132179__300__10_10_15__24.apx EE-GR 137 0
194 132179__300__10_10_15__24.apx SE-GR 115 0
195 132179__300__10_10_15__24.apx EE-CO 31183 0
196 132179__300__10_10_15__24.apx SE-CO 31135 0
197 132179__300__10_10_15__24.apx EE-ST 18493 0
198 132179__300__10_10_15__24.apx SE-ST 18481 0
199 132179__300__10_10_15__24.apx EE-PR 31154 0
200 132179__300__10_10_15__24.apx SE-PR 31187 0
201 132701__300__10_11_16__26.apx EE-GR 148 0
202 132701__300__10_11_16__26.apx SE-GR 126 0
203 132701__300__10_11_16__26.apx EE-CO 2049 0
204 132701__300__10_11_16__26.apx SE-CO 2051 0
205 132701__300__10_11_16__26.apx EE-ST 1538 0
206 132701__300__10_11_16__26.apx SE-ST 1528 0
207 132701__300__10_11_16__26.apx EE-PR 2055 0
208 132701__300__10_11_16__26.apx SE-PR 2048 0
209 132920__400__12_17_40__77.apx EE-GR 104 0
210 132920__400__12_17_40__77.apx SE-GR 102 0
211 132920__400__12_17_40__77.apx EE-CO 155 0
212 132920__400__12_17_40__77.apx SE-CO 150 0
213 132920__400__12_17_40__77.apx EE-ST 141 0
214 132920__400__12_17_40__77.apx SE-ST 140 0
215 132920__400__12_17_40__77.apx EE-PR 154 0
216 132920__400__12_17_40__77.apx SE-PR 150 0
217 132981__300__10_10_19__14.apx EE-GR 123 0
218 132981__300__10_10_19__14.apx SE-GR 122 0
219 132981__300__10_10_19__14.apx EE-CO 1430 0
220 132981__300__10_10_19__14.apx SE-CO 1434 0
221 132981__300__10_10_19__14.apx EE-ST 1084 0
222 132981__300__10_10_19__14.apx SE-ST 1085 0
223 132981__300__10_10_19__14.apx EE-PR 1429 0
224 132981__300__10_10_19__14.apx SE-PR 1434 0
225 134006__300__16_17_24__97.apx EE-GR 145 0
226 134006__300__16_17_24__97.apx SE-GR 123 0
227 134006__300__16_17_24__97.apx EE-CO 353 0
228 134006__300__16_17_24__97.apx SE-CO 352 0
229 134006__300__16_17_24__97.apx EE-ST 279 0
230 134006__300__16_17_24__97.apx SE-ST 279 0
231 134006__300__16_17_24__97.apx EE-PR 352 0
232 134006__300__16_17_24__97.apx SE-PR 352 0
233 135068__300__11_11_16__84.apx EE-GR 156 0
234 135068__300__11_11_16__84.apx SE-GR 132 0
235 135068__300__11_11_16__84.apx EE-CO 450 0
236 135068__300__11_11_16__84.apx SE-CO 451 0
237 135068__300__11_11_16__84.apx EE-ST 353 0
238 135068__300__11_11_16__84.apx SE-ST 352 0
239 135068__300__11_11_16__84.apx EE-PR 452 0
240 135068__300__11_11_16__84.apx SE-PR 451 0
241 136011__300__12_12_21__24.apx EE-GR 125 0
242 136011__300__12_12_21__24.apx SE-GR 125 0
243 136011__300__12_12_21__24.apx EE-CO 716 0
244 136011__300__12_12_21__24.apx SE-CO 716 0
245 136011__300__12_12_21__24.apx EE-ST 568 0
246 136011__300__12_12_21__24.apx SE-ST 571 0
247 136011__300__12_12_21__24.apx EE-PR 715 0
248 136011__300__12_12_21__24.apx SE-PR 714 0
249 136131__300__8_10_31__20.apx EE-GR 140 0
250 136131__300__8_10_31__20.apx SE-GR 114 0
251 136131__300__8_10_31__20.apx EE-CO 604 0
252 136131__300__8_10_31__20.apx SE-CO 612 0
253 136131__300__8_10_31__20.apx EE-ST 448 0
254 136131__300__8_10_31__20.apx SE-ST 452 0
255 136131__300__8_10_31__20.apx EE-PR 603 0
256 136131__300__8_10_31__20.apx SE-PR 600 0
257 139361__400__14_14_37__40.apx EE-GR 104 0
258 139361__400__14_14_37__40.apx SE-GR 104 0
259 139361__400__14_14_37__40.apx EE-CO 699 0
260 139361__400__14_14_37__40.apx SE-CO 694 0
261 139361__400__14_14_37__40.apx EE-ST 429 0
262 139361__400__14_14_37__40.apx SE-ST 431 0
263 139361__400__14_14_37__40.apx EE-PR 694 0
264 139361__400__14_14_37__40.apx SE-PR 691 0
265 139477__300__10_10_18__32.apx EE-GR 132 0
266 139477__300__10_10_18__32.apx SE-GR 130 0
267 139477__300__10_10_18__32.apx EE-CO 204 0
268 139477__300__10_10_18__32.apx SE-CO 201 0
269 139477__300__10_10_18__32.apx EE-ST 194 0
270 139477__300__10_10_18__32.apx SE-ST 193 0
271 139477__300__10_10_18__32.apx EE-PR 203 0
272 139477__300__10_10_18__32.apx SE-PR 202 0
273 139987__300__8_12_57__96.apx EE-GR 103 0
274 139987__300__8_12_57__96.apx SE-GR 101 0
275 139987__300__8_12_57__96.apx EE-CO 130 0
276 139987__300__8_12_57__96.apx SE-CO 124 0
277 139987__300__8_12_57__96.apx EE-ST 114 0
278 139987__300__8_12_57__96.apx SE-ST 113 0
279 139987__300__8_12_57__96.apx EE-PR 125 0
280 139987__300__8_12_57__96.apx SE-PR 126 0
281 143673__300__4_4_5__98.apx EE-GR 126 0
282 143673__300__4_4_5__98.apx SE-GR 126 0
283 143673__300__4_4_5__98.apx EE-CO 82383 0
284 143673__300__4_4_5__98.apx SE-CO 82327 0
285 143673__300__4_4_5__98.apx EE-ST 50880 0
286 143673__300__4_4_5__98.apx SE-ST 50864 0
287 143673__300__4_4_5__98.apx EE-PR 82381 0
288 143673__300__4_4_5__98.apx SE-PR 82390 0
289 143978__300__5_5_8__58.apx EE-GR 155 0
290 143978__300__5_5_8__58.apx SE-GR 125 0
291 143978__300__5_5_8__58.apx EE-CO 38035 0
292 143978__300__5_5_8__58.apx SE-CO 38040 0
293 143978__300__5_5_8__58.apx EE-ST 25834 0
294 143978__300__5_5_8__58.apx SE-ST 25819 0
295 143978__300__5_5_8__58.apx EE-PR 37976 0
296 143978__300__5_5_8__58.apx SE-PR 37972 0
297 144063__300__13_13_24__29.apx EE-GR 139 0
298 144063__300__13_13_24__29.apx SE-GR 113 0
299 144063__300__13_13_24__29.apx EE-CO 9294 0
300 144063__300__13_13_24__29.apx SE-CO 9282 0
301 144063__300__13_13_24__29.apx EE-ST 6083 0
302 144063__300__13_13_24__29.apx SE-ST 6082 0
303 144063__300__13_13_24__29.apx EE-PR 9285 0
304 144063__300__13_13_24__29.apx SE-PR 9291 0
305 145703__300__11_12_17__95.apx EE-GR 133 0
306 145703__300__11_12_17__95.apx SE-GR 133 0
307 145703__300__11_12_17__95.apx EE-CO 436 0
308 145703__300__11_12_17__95.apx SE-CO 431 0
309 145703__300__11_12_17__95.apx EE-ST 358 0
310 145703__300__11_12_17__95.apx SE-ST 356 0
311 145703__300__11_12_17__95.apx EE-PR 434 0
312 145703__300__11_12_17__95.apx SE-PR 435 0
313 145796__300__14_14_18__74.apx EE-GR 129 0
314 145796__300__14_14_18__74.apx SE-GR 129 0
315 145796__300__14_14_18__74.apx EE-CO 322 0
316 145796__300__14_14_18__74.apx SE-CO 321 0
317 145796__300__14_14_18__74.apx EE-ST 258 0
318 145796__300__14_14_18__74.apx SE-ST 260 0
319 145796__300__14_14_18__74.apx EE-PR 323 0
320 145796__300__14_14_18__74.apx SE-PR 316 0
321 146780__400__14_15_41__8.apx EE-GR 103 0
322 146780__400__14_15_41__8.apx SE-GR 106 0
323 146780__400__14_15_41__8.apx EE-CO 271 0
324 146780__400__14_15_41__8.apx SE-CO 267 0
325 146780__400__14_15_41__8.apx EE-ST 168 0
326 146780__400__14_15_41__8.apx SE-ST 166 0
327 146780__400__14_15_41__8.apx EE-PR 265 0
328 146780__400__14_15_41__8.apx SE-PR 269 0
329 147966__300__8_8_14__81.apx EE-GR 115 0
330 147966__300__8_8_14__81.apx SE-GR 117 0
331 147966__300__8_8_14__81.apx EE-CO 42185 0
332 147966__300__8_8_14__81.apx SE-CO 42256 0
333 147966__300__8_8_14__81.apx EE-ST 24849 0
334 147966__300__8_8_14__81.apx SE-ST 24858 0
335 147966__300__8_8_14__81.apx EE-PR 42250 0
336 147966__300__8_8_14__81.apx SE-PR 42213 0
337 148782__300__2_2_3__65.apx EE-GR 137 0
338 148782__300__2_2_3__65.apx SE-GR 116 0
339 148782__300__2_2_3__65.apx EE-CO 120003 124
340 148782__300__2_2_3__65.apx SE-CO 120003 124
341 148782__300__2_2_3__65.apx EE-ST 120004 124
342 148782__300__2_2_3__65.apx SE-ST 120003 124
343 148782__300__2_2_3__65.apx EE-PR 120003 124
344 148782__300__2_2_3__65.apx SE-PR 120003 124
345 149598__400__3_3_40__5.apx EE-GR 134 0
346 149598__400__3_3_40__5.apx SE-GR 103 0
347 149598__400__3_3_40__5.apx EE-CO 125 0
348 149598__400__3_3_40__5.apx SE-CO 124 0
349 149598__400__3_3_40__5.apx EE-ST 113 0
350 149598__400__3_3_40__5.apx SE-ST 113 0
351 149598__400__3_3_40__5.apx EE-PR 125 0
352 149598__400__3_3_40__5.apx SE-PR 123 0
353 150857__400__3_11_34__79.apx EE-GR 103 0
354 150857__400__3_11_34__79.apx SE-GR 105 0
355 150857__400__3_11_34__79.apx EE-CO 5271 0
356 150857__400__3_11_34__79.apx SE-CO 5271 0
357 150857__400__3_11_34__79.apx EE-ST 1201 0
358 150857__400__3_11_34__79.apx SE-ST 1222 0
359 150857__400__3_11_34__79.apx EE-PR 5285 0
360 150857__400__3_11_34__79.apx SE-PR 5279 0
361 152085__300__12_12_26__22.apx EE-GR 124 0
362 152085__300__12_12_26__22.apx SE-GR 122 0
363 152085__300__12_12_26__22.apx EE-CO 418 0
364 152085__300__12_12_26__22.apx SE-CO 421 0
365 152085__300__12_12_26__22.apx EE-ST 298 0
366 152085__300__12_12_26__22.apx SE-ST 302 0
367 152085__300__12_12_26__22.apx EE-PR 416 0
368 152085__300__12_12_26__22.apx SE-PR 415 0
369 153752__300__3_3_4__58.apx EE-GR 125 0
370 153752__300__3_3_4__58.apx SE-GR 124 0
371 153752__300__3_3_4__58.apx EE-CO 120003 124
372 153752__300__3_3_4__58.apx SE-CO 120003 124
373 153752__300__3_3_4__58.apx EE-ST 76770 0
374 153752__300__3_3_4__58.apx SE-ST 76787 0
375 153752__300__3_3_4__58.apx EE-PR 120003 124
376 153752__300__3_3_4__58.apx SE-PR 120003 124
377 153904__300__12_13_36__72.apx EE-GR 141 0
378 153904__300__12_13_36__72.apx SE-GR 114 0
379 153904__300__12_13_36__72.apx EE-CO 259 0
380 153904__300__12_13_36__72.apx SE-CO 252 0
381 153904__300__12_13_36__72.apx EE-ST 195 0
382 153904__300__12_13_36__72.apx SE-ST 194 0
383 153904__300__12_13_36__72.apx EE-PR 256 0
384 153904__300__12_13_36__72.apx SE-PR 257 0
385 156312__300__10_11_63__84.apx EE-GR 119 0
386 156312__300__10_11_63__84.apx SE-GR 102 0
387 156312__300__10_11_63__84.apx EE-CO 120 0
388 156312__300__10_11_63__84.apx SE-CO 115 0
389 156312__300__10_11_63__84.apx EE-ST 108 0
390 156312__300__10_11_63__84.apx SE-ST 107 0
391 156312__300__10_11_63__84.apx EE-PR 117 0
392 156312__300__10_11_63__84.apx SE-PR 115 0
393 158223__300__15_15_29__19.apx EE-GR 121 0
394 158223__300__15_15_29__19.apx SE-GR 120 0
395 158223__300__15_15_29__19.apx EE-CO 348 0
396 158223__300__15_15_29__19.apx SE-CO 343 0
397 158223__300__15_15_29__19.apx EE-ST 314 0
398 158223__300__15_15_29__19.apx SE-ST 312 0
399 158223__300__15_15_29__19.apx EE-PR 348 0
400 158223__300__15_15_29__19.apx SE-PR 349 0
401 158386__300__12_14_63__76.apx EE-GR 102 0
402 158386__300__12_14_63__76.apx SE-GR 103 0
403 158386__300__12_14_63__76.apx EE-CO 126 0
404 158386__300__12_14_63__76.apx SE-CO 119 0
405 158386__300__12_14_63__76.apx EE-ST 114 0
406 158386__300__12_14_63__76.apx SE-ST 110 0
407 158386__300__12_14_63__76.apx EE-PR 123 0
408 158386__300__12_14_63__76.apx SE-PR 122 0
409 159357__400__7_14_44__41.apx EE-GR 124 0
410 159357__400__7_14_44__41.apx SE-GR 103 0
411 159357__400__7_14_44__41.apx EE-CO 248 0
412 159357__400__7_14_44__41.apx SE-CO 236 0
413 159357__400__7_14_44__41.apx EE-ST 150 0
414 159357__400__7_14_44__41.apx SE-ST 151 0
415 159357__400__7_14_44__41.apx EE-PR 242 0
416 159357__400__7_14_44__41.apx SE-PR 241 0
417 159643__300__15_15_21__14.apx EE-GR 117 0
418 159643__300__15_15_21__14.apx SE-GR 116 0
419 159643__300__15_15_21__14.apx EE-CO 26988 0
420 159643__300__15_15_21__14.apx SE-CO 26953 0
421 159643__300__15_15_21__14.apx EE-ST 15368 0
422 159643__300__15_15_21__14.apx SE-ST 15219 0
423 159643__300__15_15_21__14.apx EE-PR 26981 0
424 159643__300__15_15_21__14.apx SE-PR 26966 0
425 159944__300__4_6_9__72.apx EE-GR 109 0
426 159944__300__4_6_9__72.apx SE-GR 108 0
427 159944__300__4_6_9__72.apx EE-CO 120003 124
428 159944__300__4_6_9__72.apx SE-CO 120004 124
429 159944__300__4_6_9__72.apx EE-ST 72271 0
430 159944__300__4_6_9__72.apx SE-ST 72355 0
431 159944__300__4_6_9__72.apx EE-PR 120004 124
432 159944__300__4_6_9__72.apx SE-PR 120003 124
433 159956__300__8_9_19__10.apx EE-GR 154 0
434 159956__300__8_9_19__10.apx SE-GR 134 0
435 159956__300__8_9_19__10.apx EE-CO 227 0
436 159956__300__8_9_19__10.apx SE-CO 228 0
437 159956__300__8_9_19__10.apx EE-ST 211 0
438 159956__300__8_9_19__10.apx SE-ST 213 0
439 159956__300__8_9_19__10.apx EE-PR 230 0
440 159956__300__8_9_19__10.apx SE-PR 226 0
441 160116__400__8_10_33__99.apx EE-GR 105 0
442 160116__400__8_10_33__99.apx SE-GR 104 0
443 160116__400__8_10_33__99.apx EE-CO 9667 0
444 160116__400__8_10_33__99.apx SE-CO 9671 0
445 160116__400__8_10_33__99.apx EE-ST 2132 0
446 160116__400__8_10_33__99.apx SE-ST 2127 0
447 160116__400__8_10_33__99.apx EE-PR 9666 0
448 160116__400__8_10_33__99.apx SE-PR 9649 0
449 162036__300__11_11_30__49.apx EE-GR 139 0
450 162036__300__11_11_30__49.apx SE-GR 119 0
451 162036__300__11_11_30__49.apx EE-CO 141 0
452 162036__300__11_11_30__49.apx SE-CO 140 0
453 162036__300__11_11_30__49.apx EE-ST 138 0
454 162036__300__11_11_30__49.apx SE-ST 135 0
455 162036__300__11_11_30__49.apx EE-PR 140 0
456 162036__300__11_11_30__49.apx SE-PR 139 0
457 162515__300__7_10_66__85.apx EE-GR 103 0
458 162515__300__7_10_66__85.apx SE-GR 101 0
459 162515__300__7_10_66__85.apx EE-CO 119 0
460 162515__300__7_10_66__85.apx SE-CO 113 0
461 162515__300__7_10_66__85.apx EE-ST 108 0
462 162515__300__7_10_66__85.apx SE-ST 105 0
463 162515__300__7_10_66__85.apx EE-PR 117 0
464 162515__300__7_10_66__85.apx SE-PR 115 0
465 164313__300__9_11_64__85.apx EE-GR 103 0
466 164313__300__9_11_64__85.apx SE-GR 103 0
467 164313__300__9_11_64__85.apx EE-CO 120 0
468 164313__300__9_11_64__85.apx SE-CO 114 0
469 164313__300__9_11_64__85.apx EE-ST 108 0
470 164313__300__9_11_64__85.apx SE-ST 108 0
471 164313__300__9_11_64__85.apx EE-PR 117 0
472 164313__300__9_11_64__85.apx SE-PR 115 0
473 164327__400__9_9_44__77.apx EE-GR 104 0
474 164327__400__9_9_44__77.apx SE-GR 103 0
475 164327__400__9_9_44__77.apx EE-CO 184 0
476 164327__400__9_9_44__77.apx SE-CO 178 0
477 164327__400__9_9_44__77.apx EE-ST 142 0
478 164327__400__9_9_44__77.apx SE-ST 141 0
479 164327__400__9_9_44__77.apx EE-PR 181 0
480 164327__400__9_9_44__77.apx SE-PR 180 0
481 166553__200__10_10_103__63.apx EE-GR 101 0
482 166553__200__10_10_103__63.apx SE-GR 101 0
483 166553__200__10_10_103__63.apx EE-CO 116 0
484 166553__200__10_10_103__63.apx SE-CO 110 0
485 166553__200__10_10_103__63.apx EE-ST 103 0
486 166553__200__10_10_103__63.apx SE-ST 102 0
487 166553__200__10_10_103__63.apx EE-PR 111 0
488 166553__200__10_10_103__63.apx SE-PR 112 0
489 168618__400__15_15_40__0.apx EE-GR 103 0
490 168618__400__15_15_40__0.apx SE-GR 105 0
491 168618__400__15_15_40__0.apx EE-CO 517 0
492 168618__400__15_15_40__0.apx SE-CO 513 0
493 168618__400__15_15_40__0.apx EE-ST 289 0
494 168618__400__15_15_40__0.apx SE-ST 289 0
495 168618__400__15_15_40__0.apx EE-PR 518 0
496 168618__400__15_15_40__0.apx SE-PR 515 0
497 169156__300__6_6_8__31.apx EE-GR 118 0
498 169156__300__6_6_8__31.apx SE-GR 118 0
499 169156__300__6_6_8__31.apx EE-CO 120003 124
500 169156__300__6_6_8__31.apx SE-CO 120003 124
501 169156__300__6_6_8__31.apx EE-ST 85243 0
502 169156__300__6_6_8__31.apx SE-ST 85174 0
503 169156__300__6_6_8__31.apx EE-PR 120004 124
504 169156__300__6_6_8__31.apx SE-PR 120003 124
505 170593__400__15_21_39__30.apx EE-GR 130 0
506 170593__400__15_21_39__30.apx SE-GR 103 0
507 170593__400__15_21_39__30.apx EE-CO 3257 0
508 170593__400__15_21_39__30.apx SE-CO 3239 0
509 170593__400__15_21_39__30.apx EE-ST 666 0
510 170593__400__15_21_39__30.apx SE-ST 667 0
511 170593__400__15_21_39__30.apx EE-PR 3251 0
512 170593__400__15_21_39__30.apx SE-PR 3248 0
