    file problem time
553 1897134__400__31_31_158__97.apx EE-GR 101
554 1897134__400__31_31_158__97.apx SE-GR 101
555 1897134__400__31_31_158__97.apx EE-CO 1367
556 1897134__400__31_31_158__97.apx SE-CO 1348
557 1897134__400__31_31_158__97.apx EE-ST 624
558 1897134__400__31_31_158__97.apx SE-ST 615
559 1897134__400__31_31_158__97.apx EE-PR 1357
560 1897134__400__31_31_158__97.apx SE-PR 1353
561 192127__300__17_17_35__25.apx EE-GR 116
562 192127__300__17_17_35__25.apx SE-GR 117
563 192127__300__17_17_35__25.apx EE-CO 167
564 192127__300__17_17_35__25.apx SE-CO 165
565 192127__300__17_17_35__25.apx EE-ST 155
566 192127__300__17_17_35__25.apx SE-ST 156
567 192127__300__17_17_35__25.apx EE-PR 166
568 192127__300__17_17_35__25.apx SE-PR 165
569 208150__400__19_19_52__0.apx EE-GR 101
570 208150__400__19_19_52__0.apx SE-GR 102
571 208150__400__19_19_52__0.apx EE-CO 215
572 208150__400__19_19_52__0.apx SE-CO 209
573 208150__400__19_19_52__0.apx EE-ST 145
574 208150__400__19_19_52__0.apx SE-ST 143
575 208150__400__19_19_52__0.apx EE-PR 211
576 208150__400__19_19_52__0.apx SE-PR 210
577 217012__300__11_13_20__18.apx EE-GR 114
578 217012__300__11_13_20__18.apx SE-GR 114
579 217012__300__11_13_20__18.apx EE-CO 38585
580 217012__300__11_13_20__18.apx SE-CO 38582
581 217012__300__11_13_20__18.apx EE-ST 20469
582 217012__300__11_13_20__18.apx SE-ST 20470
583 217012__300__11_13_20__18.apx EE-PR 38590
584 217012__300__11_13_20__18.apx SE-PR 38617
585 218889__400__10_10_40__92.apx EE-GR 102
586 218889__400__10_10_40__92.apx SE-GR 100
587 218889__400__10_10_40__92.apx EE-CO 2648
588 218889__400__10_10_40__92.apx SE-CO 2650
589 218889__400__10_10_40__92.apx EE-ST 1168
590 218889__400__10_10_40__92.apx SE-ST 1167
591 218889__400__10_10_40__92.apx EE-PR 2651
592 218889__400__10_10_40__92.apx SE-PR 2652
593 225196__300__3_3_8__1.apx EE-GR 114
594 225196__300__3_3_8__1.apx SE-GR 113
595 225196__300__3_3_8__1.apx EE-CO 93282
596 225196__300__3_3_8__1.apx SE-CO 93420
597 225196__300__3_3_8__1.apx EE-ST 50317
598 225196__300__3_3_8__1.apx SE-ST 50226
599 225196__300__3_3_8__1.apx EE-PR 93498
600 225196__300__3_3_8__1.apx SE-PR 93396
601 225561__300__18_19_27__29.apx EE-GR 128
602 225561__300__18_19_27__29.apx SE-GR 128
603 225561__300__18_19_27__29.apx EE-CO 595
604 225561__300__18_19_27__29.apx SE-CO 596
605 225561__300__18_19_27__29.apx EE-ST 481
606 225561__300__18_19_27__29.apx SE-ST 480
607 225561__300__18_19_27__29.apx EE-PR 600
608 225561__300__18_19_27__29.apx SE-PR 592
609 243916__300__18_18_29__63.apx EE-GR 133
610 243916__300__18_18_29__63.apx SE-GR 134
611 243916__300__18_18_29__63.apx EE-CO 745
612 243916__300__18_18_29__63.apx SE-CO 749
613 243916__300__18_18_29__63.apx EE-ST 561
614 243916__300__18_18_29__63.apx SE-ST 565
615 243916__300__18_18_29__63.apx EE-PR 744
616 243916__300__18_18_29__63.apx SE-PR 743
617 245700__300__10_13_42__41.apx EE-GR 121
618 245700__300__10_13_42__41.apx SE-GR 119
619 245700__300__10_13_42__41.apx EE-CO 141
620 245700__300__10_13_42__41.apx SE-CO 139
621 245700__300__10_13_42__41.apx EE-ST 135
622 245700__300__10_13_42__41.apx SE-ST 135
623 245700__300__10_13_42__41.apx EE-PR 141
624 245700__300__10_13_42__41.apx SE-PR 139
625 282961__300__19_19_36__77.apx EE-GR 126
626 282961__300__19_19_36__77.apx SE-GR 127
627 282961__300__19_19_36__77.apx EE-CO 156
628 282961__300__19_19_36__77.apx SE-CO 153
629 282961__300__19_19_36__77.apx EE-ST 144
630 282961__300__19_19_36__77.apx SE-ST 143
631 282961__300__19_19_36__77.apx EE-PR 155
632 282961__300__19_19_36__77.apx SE-PR 152
633 295835__300__23_23_63__88.apx EE-GR 104
634 295835__300__23_23_63__88.apx SE-GR 106
635 295835__300__23_23_63__88.apx EE-CO 1890
636 295835__300__23_23_63__88.apx SE-CO 1892
637 295835__300__23_23_63__88.apx EE-ST 795
638 295835__300__23_23_63__88.apx SE-ST 778
639 295835__300__23_23_63__88.apx EE-PR 1889
640 295835__300__23_23_63__88.apx SE-PR 1899
641 299083__400__2_10_63__30.apx EE-GR 101
642 299083__400__2_10_63__30.apx SE-GR 101
643 299083__400__2_10_63__30.apx EE-CO 121
644 299083__400__2_10_63__30.apx SE-CO 113
645 299083__400__2_10_63__30.apx EE-ST 103
646 299083__400__2_10_63__30.apx SE-ST 104
647 299083__400__2_10_63__30.apx EE-PR 118
648 299083__400__2_10_63__30.apx SE-PR 116
649 299968__300__14_15_27__75.apx EE-GR 113
650 299968__300__14_15_27__75.apx SE-GR 113
651 299968__300__14_15_27__75.apx EE-CO 25733
652 299968__300__14_15_27__75.apx SE-CO 25773
653 299968__300__14_15_27__75.apx EE-ST 16430
654 299968__300__14_15_27__75.apx SE-ST 16462
655 299968__300__14_15_27__75.apx EE-PR 25766
656 299968__300__14_15_27__75.apx SE-PR 25792
657 329663__300__7_7_10__89.apx EE-GR 113
658 329663__300__7_7_10__89.apx SE-GR 113
659 329663__300__7_7_10__89.apx EE-CO 184258
660 329663__300__7_7_10__89.apx SE-CO 184583
661 329663__300__7_7_10__89.apx EE-ST 106378
662 329663__300__7_7_10__89.apx SE-ST 106437
663 329663__300__7_7_10__89.apx EE-PR 184538
664 329663__300__7_7_10__89.apx SE-PR 184116
665 358242__400__17_17_67__23.apx EE-GR 102
666 358242__400__17_17_67__23.apx SE-GR 101
667 358242__400__17_17_67__23.apx EE-CO 1794
668 358242__400__17_17_67__23.apx SE-CO 1783
669 358242__400__17_17_67__23.apx EE-ST 762
670 358242__400__17_17_67__23.apx SE-ST 766
671 358242__400__17_17_67__23.apx EE-PR 1788
672 358242__400__17_17_67__23.apx SE-PR 1782
673 429816__400__4_16_74__73.apx EE-GR 102
674 429816__400__4_16_74__73.apx SE-GR 101
675 429816__400__4_16_74__73.apx EE-CO 219
676 429816__400__4_16_74__73.apx SE-CO 207
677 429816__400__4_16_74__73.apx EE-ST 124
678 429816__400__4_16_74__73.apx SE-ST 125
679 429816__400__4_16_74__73.apx EE-PR 214
680 429816__400__4_16_74__73.apx SE-PR 210
681 509887__400__19_28_85__22.apx EE-GR 101
682 509887__400__19_28_85__22.apx SE-GR 102
683 509887__400__19_28_85__22.apx EE-CO 384
684 509887__400__19_28_85__22.apx SE-CO 378
685 509887__400__19_28_85__22.apx EE-ST 186
686 509887__400__19_28_85__22.apx SE-ST 183
687 509887__400__19_28_85__22.apx EE-PR 385
688 509887__400__19_28_85__22.apx SE-PR 375
689 567666__300__26_26_122__27.apx EE-GR 100
690 567666__300__26_26_122__27.apx SE-GR 99
691 567666__300__26_26_122__27.apx EE-CO 383
692 567666__300__26_26_122__27.apx SE-CO 363
693 567666__300__26_26_122__27.apx EE-ST 197
694 567666__300__26_26_122__27.apx SE-ST 195
695 567666__300__26_26_122__27.apx EE-PR 378
696 567666__300__26_26_122__27.apx SE-PR 373
697 5786688__400__32_32_257__47.apx EE-GR 102
698 5786688__400__32_32_257__47.apx SE-GR 101
699 5786688__400__32_32_257__47.apx EE-CO 208
700 5786688__400__32_32_257__47.apx SE-CO 170
701 5786688__400__32_32_257__47.apx EE-ST 126
702 5786688__400__32_32_257__47.apx SE-ST 123
703 5786688__400__32_32_257__47.apx EE-PR 187
704 5786688__400__32_32_257__47.apx SE-PR 184
705 600053__300__15_27_127__59.apx EE-GR 100
706 600053__300__15_27_127__59.apx SE-GR 99
707 600053__300__15_27_127__59.apx EE-CO 139
708 600053__300__15_27_127__59.apx SE-CO 127
709 600053__300__15_27_127__59.apx EE-ST 109
710 600053__300__15_27_127__59.apx SE-ST 108
711 600053__300__15_27_127__59.apx EE-PR 133
712 600053__300__15_27_127__59.apx SE-PR 131
713 665218__400__23_23_95__53.apx EE-GR 102
714 665218__400__23_23_95__53.apx SE-GR 102
715 665218__400__23_23_95__53.apx EE-CO 1204
716 665218__400__23_23_95__53.apx SE-CO 1190
717 665218__400__23_23_95__53.apx EE-ST 578
718 665218__400__23_23_95__53.apx SE-ST 577
719 665218__400__23_23_95__53.apx EE-PR 1206
720 665218__400__23_23_95__53.apx SE-PR 1198
721 rdm1000_0.apx EE-GR 3694
722 rdm1000_0.apx SE-GR 3698
723 rdm1000_0.apx EE-CO NA
724 rdm1000_0.apx SE-CO NA
725 rdm1000_0.apx EE-ST NA
726 rdm1000_0.apx SE-ST NA
727 rdm1000_0.apx EE-PR NA
728 rdm1000_0.apx SE-PR NA
729 rdm1000_1.apx EE-GR 3728
730 rdm1000_1.apx SE-GR 3709
731 rdm1000_1.apx EE-CO NA
732 rdm1000_1.apx SE-CO NA
733 rdm1000_1.apx EE-ST NA
734 rdm1000_1.apx SE-ST NA
735 rdm1000_1.apx EE-PR NA
736 rdm1000_1.apx SE-PR NA
737 rdm1000_2.apx EE-GR 3670
738 rdm1000_2.apx SE-GR 3691
739 rdm1000_2.apx EE-CO NA
740 rdm1000_2.apx SE-CO NA
741 rdm1000_2.apx EE-ST NA
742 rdm1000_2.apx SE-ST NA
743 rdm1000_2.apx EE-PR NA
744 rdm1000_2.apx SE-PR NA
745 rdm1000_3.apx EE-GR 3688
746 rdm1000_3.apx SE-GR 3682
747 rdm1000_3.apx EE-CO NA
748 rdm1000_3.apx SE-CO NA
749 rdm1000_3.apx EE-ST NA
750 rdm1000_3.apx SE-ST NA
751 rdm1000_3.apx EE-PR NA
752 rdm1000_3.apx SE-PR NA
753 rdm1000_4.apx EE-GR 3697
754 rdm1000_4.apx SE-GR 3713
755 rdm1000_4.apx EE-CO NA
756 rdm1000_4.apx SE-CO NA
757 rdm1000_4.apx EE-ST NA
758 rdm1000_4.apx SE-ST NA
759 rdm1000_4.apx EE-PR NA
760 rdm1000_4.apx SE-PR NA
761 rdm1000_5.apx EE-GR 3664
762 rdm1000_5.apx SE-GR 3670
763 rdm1000_5.apx EE-CO NA
764 rdm1000_5.apx SE-CO NA
765 rdm1000_5.apx EE-ST NA
766 rdm1000_5.apx SE-ST NA
767 rdm1000_5.apx EE-PR NA
768 rdm1000_5.apx SE-PR NA
769 rdm200_0.apx EE-GR 99
770 rdm200_0.apx SE-GR 99
771 rdm200_0.apx EE-CO 101
772 rdm200_0.apx SE-CO 100
773 rdm200_0.apx EE-ST 101
774 rdm200_0.apx SE-ST 100
775 rdm200_0.apx EE-PR 100
776 rdm200_0.apx SE-PR 100
777 rdm200_1.apx EE-GR 99
778 rdm200_1.apx SE-GR 101
779 rdm200_1.apx EE-CO 101
780 rdm200_1.apx SE-CO 100
781 rdm200_1.apx EE-ST 100
782 rdm200_1.apx SE-ST 101
783 rdm200_1.apx EE-PR 100
784 rdm200_1.apx SE-PR 101
785 rdm200_10.apx EE-GR 98
786 rdm200_10.apx SE-GR 98
787 rdm200_10.apx EE-CO 99
788 rdm200_10.apx SE-CO 99
789 rdm200_10.apx EE-ST 99
790 rdm200_10.apx SE-ST 99
791 rdm200_10.apx EE-PR 100
792 rdm200_10.apx SE-PR 99
793 rdm200_11.apx EE-GR 98
794 rdm200_11.apx SE-GR 98
795 rdm200_11.apx EE-CO 98
796 rdm200_11.apx SE-CO 99
797 rdm200_11.apx EE-ST 98
798 rdm200_11.apx SE-ST 99
799 rdm200_11.apx EE-PR 98
800 rdm200_11.apx SE-PR 97
801 rdm200_12.apx EE-GR 98
802 rdm200_12.apx SE-GR 99
803 rdm200_12.apx EE-CO 98
804 rdm200_12.apx SE-CO 100
805 rdm200_12.apx EE-ST 98
806 rdm200_12.apx SE-ST 98
807 rdm200_12.apx EE-PR 100
808 rdm200_12.apx SE-PR 98
809 rdm200_13.apx EE-GR 98
810 rdm200_13.apx SE-GR 98
811 rdm200_13.apx EE-CO 99
812 rdm200_13.apx SE-CO 99
813 rdm200_13.apx EE-ST 101
814 rdm200_13.apx SE-ST 100
815 rdm200_13.apx EE-PR 98
816 rdm200_13.apx SE-PR 99
817 rdm200_14.apx EE-GR 99
818 rdm200_14.apx SE-GR 99
819 rdm200_14.apx EE-CO 98
820 rdm200_14.apx SE-CO 99
821 rdm200_14.apx EE-ST 99
822 rdm200_14.apx SE-ST 99
823 rdm200_14.apx EE-PR 99
824 rdm200_14.apx SE-PR 98
825 rdm200_15.apx EE-GR 98
826 rdm200_15.apx SE-GR 98
827 rdm200_15.apx EE-CO 100
828 rdm200_15.apx SE-CO 99
829 rdm200_15.apx EE-ST 101
830 rdm200_15.apx SE-ST 99
831 rdm200_15.apx EE-PR 100
832 rdm200_15.apx SE-PR 98
833 rdm200_2.apx EE-GR 99
834 rdm200_2.apx SE-GR 99
835 rdm200_2.apx EE-CO 101
836 rdm200_2.apx SE-CO 100
837 rdm200_2.apx EE-ST 101
838 rdm200_2.apx SE-ST 101
839 rdm200_2.apx EE-PR 101
840 rdm200_2.apx SE-PR 101
841 rdm200_20.apx EE-GR 100
842 rdm200_20.apx SE-GR 99
843 rdm200_20.apx EE-CO 214
844 rdm200_20.apx SE-CO 211
845 rdm200_20.apx EE-ST 150
846 rdm200_20.apx SE-ST 149
847 rdm200_20.apx EE-PR 211
848 rdm200_20.apx SE-PR 212
849 rdm200_21.apx EE-GR 99
850 rdm200_21.apx SE-GR 99
851 rdm200_21.apx EE-CO 135
852 rdm200_21.apx SE-CO 135
853 rdm200_21.apx EE-ST 116
854 rdm200_21.apx SE-ST 116
855 rdm200_21.apx EE-PR 136
856 rdm200_21.apx SE-PR 136
857 rdm200_22.apx EE-GR 99
858 rdm200_22.apx SE-GR 100
859 rdm200_22.apx EE-CO 139
860 rdm200_22.apx SE-CO 139
861 rdm200_22.apx EE-ST 118
862 rdm200_22.apx SE-ST 120
863 rdm200_22.apx EE-PR 141
864 rdm200_22.apx SE-PR 141
865 rdm200_23.apx EE-GR 99
866 rdm200_23.apx SE-GR 98
867 rdm200_23.apx EE-CO 167
868 rdm200_23.apx SE-CO 168
869 rdm200_23.apx EE-ST 139
870 rdm200_23.apx SE-ST 138
871 rdm200_23.apx EE-PR 166
872 rdm200_23.apx SE-PR 167
873 rdm200_24.apx EE-GR 98
874 rdm200_24.apx SE-GR 99
875 rdm200_24.apx EE-CO 141
876 rdm200_24.apx SE-CO 141
877 rdm200_24.apx EE-ST 121
878 rdm200_24.apx SE-ST 120
879 rdm200_24.apx EE-PR 141
880 rdm200_24.apx SE-PR 141
881 rdm200_25.apx EE-GR 101
882 rdm200_25.apx SE-GR 99
883 rdm200_25.apx EE-CO 167
884 rdm200_25.apx SE-CO 169
885 rdm200_25.apx EE-ST 123
886 rdm200_25.apx SE-ST 124
887 rdm200_25.apx EE-PR 169
888 rdm200_25.apx SE-PR 167
889 rdm200_3.apx EE-GR 100
890 rdm200_3.apx SE-GR 101
891 rdm200_3.apx EE-CO 100
892 rdm200_3.apx SE-CO 100
893 rdm200_3.apx EE-ST 101
894 rdm200_3.apx SE-ST 101
895 rdm200_3.apx EE-PR 101
896 rdm200_3.apx SE-PR 100
897 rdm200_30.apx EE-GR 121
898 rdm200_30.apx SE-GR 122
899 rdm200_30.apx EE-CO 11666
900 rdm200_30.apx SE-CO 11656
901 rdm200_30.apx EE-ST 8480
902 rdm200_30.apx SE-ST 8470
903 rdm200_30.apx EE-PR 11670
904 rdm200_30.apx SE-PR 11657
905 rdm200_31.apx EE-GR 121
906 rdm200_31.apx SE-GR 121
907 rdm200_31.apx EE-CO 7555
908 rdm200_31.apx SE-CO 7553
909 rdm200_31.apx EE-ST 4943
910 rdm200_31.apx SE-ST 4942
911 rdm200_31.apx EE-PR 7571
912 rdm200_31.apx SE-PR 7555
913 rdm200_32.apx EE-GR 120
914 rdm200_32.apx SE-GR 120
915 rdm200_32.apx EE-CO 8885
916 rdm200_32.apx SE-CO 8867
917 rdm200_32.apx EE-ST 5872
918 rdm200_32.apx SE-ST 5868
919 rdm200_32.apx EE-PR 8881
920 rdm200_32.apx SE-PR 8891
921 rdm200_33.apx EE-GR 120
922 rdm200_33.apx SE-GR 120
923 rdm200_33.apx EE-CO 8054
924 rdm200_33.apx SE-CO 8053
925 rdm200_33.apx EE-ST 5735
926 rdm200_33.apx SE-ST 5726
927 rdm200_33.apx EE-PR 8071
928 rdm200_33.apx SE-PR 8054
929 rdm200_34.apx EE-GR 123
930 rdm200_34.apx SE-GR 122
931 rdm200_34.apx EE-CO 8088
932 rdm200_34.apx SE-CO 8080
933 rdm200_34.apx EE-ST 5724
934 rdm200_34.apx SE-ST 5722
935 rdm200_34.apx EE-PR 8077
936 rdm200_34.apx SE-PR 8079
937 rdm200_35.apx EE-GR 122
938 rdm200_35.apx SE-GR 120
939 rdm200_35.apx EE-CO 6404
940 rdm200_35.apx SE-CO 6412
941 rdm200_35.apx EE-ST 4220
942 rdm200_35.apx SE-ST 4231
943 rdm200_35.apx EE-PR 6413
944 rdm200_35.apx SE-PR 6420
945 rdm200_4.apx EE-GR 100
946 rdm200_4.apx SE-GR 99
947 rdm200_4.apx EE-CO 102
948 rdm200_4.apx SE-CO 100
949 rdm200_4.apx EE-ST 100
950 rdm200_4.apx SE-ST 100
951 rdm200_4.apx EE-PR 100
952 rdm200_4.apx SE-PR 99
953 rdm200_5.apx EE-GR 99
954 rdm200_5.apx SE-GR 99
955 rdm200_5.apx EE-CO 100
956 rdm200_5.apx SE-CO 100
957 rdm200_5.apx EE-ST 100
958 rdm200_5.apx SE-ST 100
959 rdm200_5.apx EE-PR 100
960 rdm200_5.apx SE-PR 101
961 rdm20_0.apx EE-GR 96
962 rdm20_0.apx SE-GR 96
963 rdm20_0.apx EE-CO 96
964 rdm20_0.apx SE-CO 95
965 rdm20_0.apx EE-ST 97
966 rdm20_0.apx SE-ST 97
967 rdm20_0.apx EE-PR 97
968 rdm20_0.apx SE-PR 96
969 rdm20_1.apx EE-GR 96
970 rdm20_1.apx SE-GR 96
971 rdm20_1.apx EE-CO 96
972 rdm20_1.apx SE-CO 97
973 rdm20_1.apx EE-ST 97
974 rdm20_1.apx SE-ST 96
975 rdm20_1.apx EE-PR 97
976 rdm20_1.apx SE-PR 97
977 rdm20_10.apx EE-GR 97
978 rdm20_10.apx SE-GR 96
979 rdm20_10.apx EE-CO 95
980 rdm20_10.apx SE-CO 96
981 rdm20_10.apx EE-ST 96
982 rdm20_10.apx SE-ST 96
983 rdm20_10.apx EE-PR 96
984 rdm20_10.apx SE-PR 96
985 rdm20_11.apx EE-GR 97
986 rdm20_11.apx SE-GR 96
987 rdm20_11.apx EE-CO 96
988 rdm20_11.apx SE-CO 97
989 rdm20_11.apx EE-ST 96
990 rdm20_11.apx SE-ST 97
991 rdm20_11.apx EE-PR 95
992 rdm20_11.apx SE-PR 96
993 rdm20_12.apx EE-GR 95
994 rdm20_12.apx SE-GR 98
995 rdm20_12.apx EE-CO 96
996 rdm20_12.apx SE-CO 97
997 rdm20_12.apx EE-ST 96
998 rdm20_12.apx SE-ST 96
999 rdm20_12.apx EE-PR 97
1000 rdm20_12.apx SE-PR 98
1001 rdm20_13.apx EE-GR 96
1002 rdm20_13.apx SE-GR 96
1003 rdm20_13.apx EE-CO 96
1004 rdm20_13.apx SE-CO 96
1005 rdm20_13.apx EE-ST 96
1006 rdm20_13.apx SE-ST 96
1007 rdm20_13.apx EE-PR 97
1008 rdm20_13.apx SE-PR 95
1009 rdm20_14.apx EE-GR 96
1010 rdm20_14.apx SE-GR 97
1011 rdm20_14.apx EE-CO 96
1012 rdm20_14.apx SE-CO 96
1013 rdm20_14.apx EE-ST 96
1014 rdm20_14.apx SE-ST 96
1015 rdm20_14.apx EE-PR 96
1016 rdm20_14.apx SE-PR 96
1017 rdm20_15.apx EE-GR 96
1018 rdm20_15.apx SE-GR 96
1019 rdm20_15.apx EE-CO 96
1020 rdm20_15.apx SE-CO 97
1021 rdm20_15.apx EE-ST 96
1022 rdm20_15.apx SE-ST 97
1023 rdm20_15.apx EE-PR 96
1024 rdm20_15.apx SE-PR 96
1025 rdm20_2.apx EE-GR 96
1026 rdm20_2.apx SE-GR 96
1027 rdm20_2.apx EE-CO 96
1028 rdm20_2.apx SE-CO 98
1029 rdm20_2.apx EE-ST 96
1030 rdm20_2.apx SE-ST 97
1031 rdm20_2.apx EE-PR 97
1032 rdm20_2.apx SE-PR 96
1033 rdm20_20.apx EE-GR 96
1034 rdm20_20.apx SE-GR 96
1035 rdm20_20.apx EE-CO 97
1036 rdm20_20.apx SE-CO 97
1037 rdm20_20.apx EE-ST 97
1038 rdm20_20.apx SE-ST 96
1039 rdm20_20.apx EE-PR 97
1040 rdm20_20.apx SE-PR 97
1041 rdm20_21.apx EE-GR 96
1042 rdm20_21.apx SE-GR 97
1043 rdm20_21.apx EE-CO 96
1044 rdm20_21.apx SE-CO 96
1045 rdm20_21.apx EE-ST 98
1046 rdm20_21.apx SE-ST 96
1047 rdm20_21.apx EE-PR 97
1048 rdm20_21.apx SE-PR 97
1049 rdm20_22.apx EE-GR 96
1050 rdm20_22.apx SE-GR 96
1051 rdm20_22.apx EE-CO 96
1052 rdm20_22.apx SE-CO 96
1053 rdm20_22.apx EE-ST 97
1054 rdm20_22.apx SE-ST 97
1055 rdm20_22.apx EE-PR 96
1056 rdm20_22.apx SE-PR 96
1057 rdm20_23.apx EE-GR 97
1058 rdm20_23.apx SE-GR 96
1059 rdm20_23.apx EE-CO 96
1060 rdm20_23.apx SE-CO 97
1061 rdm20_23.apx EE-ST 97
1062 rdm20_23.apx SE-ST 96
1063 rdm20_23.apx EE-PR 96
1064 rdm20_23.apx SE-PR 97
1065 rdm20_24.apx EE-GR 96
1066 rdm20_24.apx SE-GR 97
1067 rdm20_24.apx EE-CO 96
1068 rdm20_24.apx SE-CO 97
1069 rdm20_24.apx EE-ST 96
1070 rdm20_24.apx SE-ST 97
1071 rdm20_24.apx EE-PR 97
1072 rdm20_24.apx SE-PR 97
1073 rdm20_25.apx EE-GR 97
1074 rdm20_25.apx SE-GR 97
1075 rdm20_25.apx EE-CO 96
1076 rdm20_25.apx SE-CO 95
1077 rdm20_25.apx EE-ST 97
1078 rdm20_25.apx SE-ST 96
1079 rdm20_25.apx EE-PR 96
1080 rdm20_25.apx SE-PR 97
1081 rdm20_3.apx EE-GR 96
1082 rdm20_3.apx SE-GR 97
1083 rdm20_3.apx EE-CO 97
1084 rdm20_3.apx SE-CO 96
1085 rdm20_3.apx EE-ST 97
1086 rdm20_3.apx SE-ST 97
1087 rdm20_3.apx EE-PR 96
1088 rdm20_3.apx SE-PR 95
1089 rdm20_30.apx EE-GR 97
1090 rdm20_30.apx SE-GR 96
1091 rdm20_30.apx EE-CO 96
1092 rdm20_30.apx SE-CO 96
1093 rdm20_30.apx EE-ST 97
1094 rdm20_30.apx SE-ST 96
1095 rdm20_30.apx EE-PR 95
1096 rdm20_30.apx SE-PR 96
1097 rdm20_31.apx EE-GR 96
1098 rdm20_31.apx SE-GR 96
1099 rdm20_31.apx EE-CO 96
1100 rdm20_31.apx SE-CO 97
1101 rdm20_31.apx EE-ST 95
1102 rdm20_31.apx SE-ST 97
1103 rdm20_31.apx EE-PR 96
1104 rdm20_31.apx SE-PR 97
1105 rdm20_32.apx EE-GR 96
1106 rdm20_32.apx SE-GR 96
1107 rdm20_32.apx EE-CO 96
1108 rdm20_32.apx SE-CO 96
1109 rdm20_32.apx EE-ST 96
1110 rdm20_32.apx SE-ST 96
1111 rdm20_32.apx EE-PR 95
1112 rdm20_32.apx SE-PR 96
1113 rdm20_33.apx EE-GR 96
1114 rdm20_33.apx SE-GR 96
1115 rdm20_33.apx EE-CO 97
1116 rdm20_33.apx SE-CO 96
1117 rdm20_33.apx EE-ST 96
1118 rdm20_33.apx SE-ST 96
1119 rdm20_33.apx EE-PR 97
1120 rdm20_33.apx SE-PR 96
1121 rdm20_34.apx EE-GR 96
1122 rdm20_34.apx SE-GR 96
1123 rdm20_34.apx EE-CO 96
1124 rdm20_34.apx SE-CO 96
1125 rdm20_34.apx EE-ST 96
1126 rdm20_34.apx SE-ST 96
1127 rdm20_34.apx EE-PR 96
1128 rdm20_34.apx SE-PR 96
1129 rdm20_35.apx EE-GR 96
1130 rdm20_35.apx SE-GR 96
1131 rdm20_35.apx EE-CO 96
1132 rdm20_35.apx SE-CO 97
1133 rdm20_35.apx EE-ST 96
1134 rdm20_35.apx SE-ST 96
1135 rdm20_35.apx EE-PR 96
1136 rdm20_35.apx SE-PR 97
1137 rdm20_4.apx EE-GR 96
1138 rdm20_4.apx SE-GR 96
1139 rdm20_4.apx EE-CO 97
1140 rdm20_4.apx SE-CO 96
1141 rdm20_4.apx EE-ST 97
1142 rdm20_4.apx SE-ST 97
1143 rdm20_4.apx EE-PR 97
1144 rdm20_4.apx SE-PR 97
1145 rdm20_5.apx EE-GR 97
1146 rdm20_5.apx SE-GR 96
1147 rdm20_5.apx EE-CO 96
1148 rdm20_5.apx SE-CO 96
1149 rdm20_5.apx EE-ST 97
1150 rdm20_5.apx SE-ST 96
1151 rdm20_5.apx EE-PR 97
1152 rdm20_5.apx SE-PR 96
1153 rdm20_6.apx EE-GR 96
1154 rdm20_6.apx SE-GR 97
1155 rdm20_6.apx EE-CO 97
1156 rdm20_6.apx SE-CO 97
1157 rdm20_6.apx EE-ST 96
1158 rdm20_6.apx SE-ST 98
1159 rdm20_6.apx EE-PR 99
1160 rdm20_6.apx SE-PR 96
1161 rdm50_0.apx EE-GR 99
1162 rdm50_0.apx SE-GR 99
1163 rdm50_0.apx EE-CO 102
1164 rdm50_0.apx SE-CO 100
1165 rdm50_0.apx EE-ST 100
1166 rdm50_0.apx SE-ST 101
1167 rdm50_0.apx EE-PR 99
1168 rdm50_0.apx SE-PR 101
1169 rdm50_1.apx EE-GR 99
1170 rdm50_1.apx SE-GR 100
1171 rdm50_1.apx EE-CO 101
1172 rdm50_1.apx SE-CO 100
1173 rdm50_1.apx EE-ST 100
1174 rdm50_1.apx SE-ST 100
1175 rdm50_1.apx EE-PR 100
1176 rdm50_1.apx SE-PR 100
1177 rdm50_10.apx EE-GR 96
1178 rdm50_10.apx SE-GR 96
1179 rdm50_10.apx EE-CO 96
1180 rdm50_10.apx SE-CO 96
1181 rdm50_10.apx EE-ST 97
1182 rdm50_10.apx SE-ST 97
1183 rdm50_10.apx EE-PR 96
1184 rdm50_10.apx SE-PR 96
1185 rdm50_11.apx EE-GR 96
1186 rdm50_11.apx SE-GR 96
1187 rdm50_11.apx EE-CO 97
1188 rdm50_11.apx SE-CO 97
1189 rdm50_11.apx EE-ST 97
1190 rdm50_11.apx SE-ST 96
1191 rdm50_11.apx EE-PR 96
1192 rdm50_11.apx SE-PR 96
1193 rdm50_12.apx EE-GR 96
1194 rdm50_12.apx SE-GR 96
1195 rdm50_12.apx EE-CO 97
1196 rdm50_12.apx SE-CO 95
1197 rdm50_12.apx EE-ST 98
1198 rdm50_12.apx SE-ST 96
1199 rdm50_12.apx EE-PR 97
1200 rdm50_12.apx SE-PR 96
1201 rdm50_13.apx EE-GR 98
1202 rdm50_13.apx SE-GR 96
1203 rdm50_13.apx EE-CO 97
1204 rdm50_13.apx SE-CO 96
1205 rdm50_13.apx EE-ST 97
1206 rdm50_13.apx SE-ST 96
1207 rdm50_13.apx EE-PR 97
1208 rdm50_13.apx SE-PR 96
1209 rdm50_14.apx EE-GR 97
1210 rdm50_14.apx SE-GR 96
1211 rdm50_14.apx EE-CO 96
1212 rdm50_14.apx SE-CO 97
1213 rdm50_14.apx EE-ST 97
1214 rdm50_14.apx SE-ST 96
1215 rdm50_14.apx EE-PR 96
