    file problem time exit-status
512 170593__400__15_21_39__30.apx SE-PR 3014 0
513 174098__300__14_14_67__2.apx EE-GR 102 0
514 174098__300__14_14_67__2.apx SE-GR 102 0
515 174098__300__14_14_67__2.apx EE-CO 115 0
516 174098__300__14_14_67__2.apx SE-CO 103 0
517 174098__300__14_14_67__2.apx EE-ST 107 0
518 174098__300__14_14_67__2.apx SE-ST 104 0
519 174098__300__14_14_67__2.apx EE-PR 114 0
520 174098__300__14_14_67__2.apx SE-PR 114 0
521 180108__300__8_8_11__63.apx EE-GR 126 0
522 180108__300__8_8_11__63.apx SE-GR 126 0
523 180108__300__8_8_11__63.apx EE-CO 37179 0
524 180108__300__8_8_11__63.apx SE-CO 128 0
525 180108__300__8_8_11__63.apx EE-ST 22900 0
526 180108__300__8_8_11__63.apx SE-ST 913 0
527 180108__300__8_8_11__63.apx EE-PR 37159 0
528 180108__300__8_8_11__63.apx SE-PR 37135 0
529 180143__400__12_12_44__40.apx EE-GR 104 0
530 180143__400__12_12_44__40.apx SE-GR 103 0
531 180143__400__12_12_44__40.apx EE-CO 114 0
532 180143__400__12_12_44__40.apx SE-CO 105 0
533 180143__400__12_12_44__40.apx EE-ST 109 0
534 180143__400__12_12_44__40.apx SE-ST 105 0
535 180143__400__12_12_44__40.apx EE-PR 116 0
536 180143__400__12_12_44__40.apx SE-PR 114 0
537 184426__300__9_13_69__53.apx EE-GR 102 0
538 184426__300__9_13_69__53.apx SE-GR 102 0
539 184426__300__9_13_69__53.apx EE-CO 119 0
540 184426__300__9_13_69__53.apx SE-CO 103 0
541 184426__300__9_13_69__53.apx EE-ST 111 0
542 184426__300__9_13_69__53.apx SE-ST 104 0
543 184426__300__9_13_69__53.apx EE-PR 119 0
544 184426__300__9_13_69__53.apx SE-PR 116 0
545 186964__300__11_11_17__16.apx EE-GR 135 0
546 186964__300__11_11_17__16.apx SE-GR 135 0
547 186964__300__11_11_17__16.apx EE-CO 3272 0
548 186964__300__11_11_17__16.apx SE-CO 138 0
549 186964__300__11_11_17__16.apx EE-ST 2358 0
550 186964__300__11_11_17__16.apx SE-ST 203 0
551 186964__300__11_11_17__16.apx EE-PR 3272 0
552 186964__300__11_11_17__16.apx SE-PR 3277 0
553 1897134__400__31_31_158__97.apx EE-GR 103 0
554 1897134__400__31_31_158__97.apx SE-GR 103 0
555 1897134__400__31_31_158__97.apx EE-CO 1261 0
556 1897134__400__31_31_158__97.apx SE-CO 104 0
557 1897134__400__31_31_158__97.apx EE-ST 590 0
558 1897134__400__31_31_158__97.apx SE-ST 139 0
559 1897134__400__31_31_158__97.apx EE-PR 1287 0
560 1897134__400__31_31_158__97.apx SE-PR 1262 0
561 192127__300__17_17_35__25.apx EE-GR 118 0
562 192127__300__17_17_35__25.apx SE-GR 119 0
563 192127__300__17_17_35__25.apx EE-CO 161 0
564 192127__300__17_17_35__25.apx SE-CO 119 0
565 192127__300__17_17_35__25.apx EE-ST 153 0
566 192127__300__17_17_35__25.apx SE-ST 125 0
567 192127__300__17_17_35__25.apx EE-PR 163 0
568 192127__300__17_17_35__25.apx SE-PR 160 0
569 208150__400__19_19_52__0.apx EE-GR 103 0
570 208150__400__19_19_52__0.apx SE-GR 104 0
571 208150__400__19_19_52__0.apx EE-CO 202 0
572 208150__400__19_19_52__0.apx SE-CO 105 0
573 208150__400__19_19_52__0.apx EE-ST 142 0
574 208150__400__19_19_52__0.apx SE-ST 116 0
575 208150__400__19_19_52__0.apx EE-PR 204 0
576 208150__400__19_19_52__0.apx SE-PR 201 0
577 217012__300__11_13_20__18.apx EE-GR 116 0
578 217012__300__11_13_20__18.apx SE-GR 116 0
579 217012__300__11_13_20__18.apx EE-CO 35612 0
580 217012__300__11_13_20__18.apx SE-CO 119 0
581 217012__300__11_13_20__18.apx EE-ST 19094 0
582 217012__300__11_13_20__18.apx SE-ST 5472 0
583 217012__300__11_13_20__18.apx EE-PR 35637 0
584 217012__300__11_13_20__18.apx SE-PR 35631 0
585 218889__400__10_10_40__92.apx EE-GR 103 0
586 218889__400__10_10_40__92.apx SE-GR 103 0
587 218889__400__10_10_40__92.apx EE-CO 2466 0
588 218889__400__10_10_40__92.apx SE-CO 104 0
589 218889__400__10_10_40__92.apx EE-ST 1107 0
590 218889__400__10_10_40__92.apx SE-ST 1076 0
591 218889__400__10_10_40__92.apx EE-PR 2471 0
592 218889__400__10_10_40__92.apx SE-PR 2460 0
593 225196__300__3_3_8__1.apx EE-GR 116 0
594 225196__300__3_3_8__1.apx SE-GR 115 0
595 225196__300__3_3_8__1.apx EE-CO 86539 0
596 225196__300__3_3_8__1.apx SE-CO 117 0
597 225196__300__3_3_8__1.apx EE-ST 47061 0
598 225196__300__3_3_8__1.apx SE-ST 43153 0
599 225196__300__3_3_8__1.apx EE-PR 86547 0
600 225196__300__3_3_8__1.apx SE-PR 86655 0
601 225561__300__18_19_27__29.apx EE-GR 130 0
602 225561__300__18_19_27__29.apx SE-GR 129 0
603 225561__300__18_19_27__29.apx EE-CO 553 0
604 225561__300__18_19_27__29.apx SE-CO 131 0
605 225561__300__18_19_27__29.apx EE-ST 453 0
606 225561__300__18_19_27__29.apx SE-ST 156 0
607 225561__300__18_19_27__29.apx EE-PR 553 0
608 225561__300__18_19_27__29.apx SE-PR 552 0
609 243916__300__18_18_29__63.apx EE-GR 135 0
610 243916__300__18_18_29__63.apx SE-GR 135 0
611 243916__300__18_18_29__63.apx EE-CO 688 0
612 243916__300__18_18_29__63.apx SE-CO 136 0
613 243916__300__18_18_29__63.apx EE-ST 528 0
614 243916__300__18_18_29__63.apx SE-ST 294 0
615 243916__300__18_18_29__63.apx EE-PR 690 0
616 243916__300__18_18_29__63.apx SE-PR 686 0
617 245700__300__10_13_42__41.apx EE-GR 121 0
618 245700__300__10_13_42__41.apx SE-GR 121 0
619 245700__300__10_13_42__41.apx EE-CO 138 0
620 245700__300__10_13_42__41.apx SE-CO 121 0
621 245700__300__10_13_42__41.apx EE-ST 135 0
622 245700__300__10_13_42__41.apx SE-ST 132 0
623 245700__300__10_13_42__41.apx EE-PR 138 0
624 245700__300__10_13_42__41.apx SE-PR 138 0
625 282961__300__19_19_36__77.apx EE-GR 127 0
626 282961__300__19_19_36__77.apx SE-GR 128 0
627 282961__300__19_19_36__77.apx EE-CO 149 0
628 282961__300__19_19_36__77.apx SE-CO 127 0
629 282961__300__19_19_36__77.apx EE-ST 142 0
630 282961__300__19_19_36__77.apx SE-ST 130 0
631 282961__300__19_19_36__77.apx EE-PR 151 0
632 282961__300__19_19_36__77.apx SE-PR 150 0
633 295835__300__23_23_63__88.apx EE-GR 107 0
634 295835__300__23_23_63__88.apx SE-GR 107 0
635 295835__300__23_23_63__88.apx EE-CO 1748 0
636 295835__300__23_23_63__88.apx SE-CO 108 0
637 295835__300__23_23_63__88.apx EE-ST 736 0
638 295835__300__23_23_63__88.apx SE-ST 561 0
639 295835__300__23_23_63__88.apx EE-PR 1752 0
640 295835__300__23_23_63__88.apx SE-PR 1748 0
641 299083__400__2_10_63__30.apx EE-GR 103 0
642 299083__400__2_10_63__30.apx SE-GR 103 0
643 299083__400__2_10_63__30.apx EE-CO 115 0
644 299083__400__2_10_63__30.apx SE-CO 103 0
645 299083__400__2_10_63__30.apx EE-ST 104 0
646 299083__400__2_10_63__30.apx SE-ST 104 0
647 299083__400__2_10_63__30.apx EE-PR 116 0
648 299083__400__2_10_63__30.apx SE-PR 114 0
649 299968__300__14_15_27__75.apx EE-GR 114 0
650 299968__300__14_15_27__75.apx SE-GR 115 0
651 299968__300__14_15_27__75.apx EE-CO 23835 0
652 299968__300__14_15_27__75.apx SE-CO 116 0
653 299968__300__14_15_27__75.apx EE-ST 15369 0
654 299968__300__14_15_27__75.apx SE-ST 4018 0
655 299968__300__14_15_27__75.apx EE-PR 23896 0
656 299968__300__14_15_27__75.apx SE-PR 23878 0
657 329663__300__7_7_10__89.apx EE-GR 114 0
658 329663__300__7_7_10__89.apx SE-GR 115 0
659 329663__300__7_7_10__89.apx EE-CO 120002 124
660 329663__300__7_7_10__89.apx SE-CO 118 0
661 329663__300__7_7_10__89.apx EE-ST 100016 0
662 329663__300__7_7_10__89.apx SE-ST 56144 0
663 329663__300__7_7_10__89.apx EE-PR 120002 124
664 329663__300__7_7_10__89.apx SE-PR 120003 124
665 358242__400__17_17_67__23.apx EE-GR 104 0
666 358242__400__17_17_67__23.apx SE-GR 103 0
667 358242__400__17_17_67__23.apx EE-CO 1659 0
668 358242__400__17_17_67__23.apx SE-CO 105 0
669 358242__400__17_17_67__23.apx EE-ST 721 0
670 358242__400__17_17_67__23.apx SE-ST 315 0
671 358242__400__17_17_67__23.apx EE-PR 1654 0
672 358242__400__17_17_67__23.apx SE-PR 1669 0
673 429816__400__4_16_74__73.apx EE-GR 103 0
674 429816__400__4_16_74__73.apx SE-GR 104 0
675 429816__400__4_16_74__73.apx EE-CO 203 0
676 429816__400__4_16_74__73.apx SE-CO 105 0
677 429816__400__4_16_74__73.apx EE-ST 125 0
678 429816__400__4_16_74__73.apx SE-ST 117 0
679 429816__400__4_16_74__73.apx EE-PR 204 0
680 429816__400__4_16_74__73.apx SE-PR 200 0
681 509887__400__19_28_85__22.apx EE-GR 104 0
682 509887__400__19_28_85__22.apx SE-GR 103 0
683 509887__400__19_28_85__22.apx EE-CO 357 0
684 509887__400__19_28_85__22.apx SE-CO 104 0
685 509887__400__19_28_85__22.apx EE-ST 179 0
686 509887__400__19_28_85__22.apx SE-ST 125 0
687 509887__400__19_28_85__22.apx EE-PR 354 0
688 509887__400__19_28_85__22.apx SE-PR 350 0
689 567666__300__26_26_122__27.apx EE-GR 101 0
690 567666__300__26_26_122__27.apx SE-GR 102 0
691 567666__300__26_26_122__27.apx EE-CO 345 0
692 567666__300__26_26_122__27.apx SE-CO 104 0
693 567666__300__26_26_122__27.apx EE-ST 188 0
694 567666__300__26_26_122__27.apx SE-ST 106 0
695 567666__300__26_26_122__27.apx EE-PR 353 0
696 567666__300__26_26_122__27.apx SE-PR 349 0
697 5786688__400__32_32_257__47.apx EE-GR 103 0
698 5786688__400__32_32_257__47.apx SE-GR 104 0
699 5786688__400__32_32_257__47.apx EE-CO 171 0
700 5786688__400__32_32_257__47.apx SE-CO 103 0
701 5786688__400__32_32_257__47.apx EE-ST 122 0
702 5786688__400__32_32_257__47.apx SE-ST 115 0
703 5786688__400__32_32_257__47.apx EE-PR 171 0
704 5786688__400__32_32_257__47.apx SE-PR 166 0
705 600053__300__15_27_127__59.apx EE-GR 102 0
706 600053__300__15_27_127__59.apx SE-GR 102 0
707 600053__300__15_27_127__59.apx EE-CO 127 0
708 600053__300__15_27_127__59.apx SE-CO 102 0
709 600053__300__15_27_127__59.apx EE-ST 109 0
710 600053__300__15_27_127__59.apx SE-ST 103 0
711 600053__300__15_27_127__59.apx EE-PR 128 0
712 600053__300__15_27_127__59.apx SE-PR 125 0
713 665218__400__23_23_95__53.apx EE-GR 104 0
714 665218__400__23_23_95__53.apx SE-GR 103 0
715 665218__400__23_23_95__53.apx EE-CO 1108 0
716 665218__400__23_23_95__53.apx SE-CO 104 0
717 665218__400__23_23_95__53.apx EE-ST 558 0
718 665218__400__23_23_95__53.apx SE-ST 502 0
719 665218__400__23_23_95__53.apx EE-PR 1113 0
720 665218__400__23_23_95__53.apx SE-PR 1116 0
721 rdm1000_0.apx EE-GR 3679 0
722 rdm1000_0.apx SE-GR 3716 0
723 rdm1000_0.apx EE-CO 120002 124
724 rdm1000_0.apx SE-CO 4080 0
725 rdm1000_0.apx EE-ST 120003 124
726 rdm1000_0.apx SE-ST 120002 124
727 rdm1000_0.apx EE-PR 120003 124
728 rdm1000_0.apx SE-PR 120003 124
729 rdm1000_1.apx EE-GR 3704 0
730 rdm1000_1.apx SE-GR 3669 0
731 rdm1000_1.apx EE-CO 120003 124
732 rdm1000_1.apx SE-CO 4050 0
733 rdm1000_1.apx EE-ST 120002 124
734 rdm1000_1.apx SE-ST 120003 124
735 rdm1000_1.apx EE-PR 120003 124
736 rdm1000_1.apx SE-PR 120003 124
737 rdm1000_2.apx EE-GR 3645 0
738 rdm1000_2.apx SE-GR 3670 0
739 rdm1000_2.apx EE-CO 120003 124
740 rdm1000_2.apx SE-CO 4033 0
741 rdm1000_2.apx EE-ST 120002 124
742 rdm1000_2.apx SE-ST 120003 124
743 rdm1000_2.apx EE-PR 120004 124
744 rdm1000_2.apx SE-PR 120003 124
745 rdm1000_3.apx EE-GR 3648 0
746 rdm1000_3.apx SE-GR 3643 0
747 rdm1000_3.apx EE-CO 120002 124
748 rdm1000_3.apx SE-CO 4028 0
749 rdm1000_3.apx EE-ST 120003 124
750 rdm1000_3.apx SE-ST 120003 124
751 rdm1000_3.apx EE-PR 120003 124
752 rdm1000_3.apx SE-PR 120003 124
753 rdm1000_4.apx EE-GR 3653 0
754 rdm1000_4.apx SE-GR 3653 0
755 rdm1000_4.apx EE-CO 120002 124
756 rdm1000_4.apx SE-CO 4005 0
757 rdm1000_4.apx EE-ST 120003 124
758 rdm1000_4.apx SE-ST 120003 124
759 rdm1000_4.apx EE-PR 120003 124
760 rdm1000_4.apx SE-PR 120003 124
761 rdm1000_5.apx EE-GR 3656 0
762 rdm1000_5.apx SE-GR 3615 0
763 rdm1000_5.apx EE-CO 120003 124
764 rdm1000_5.apx SE-CO 4018 0
765 rdm1000_5.apx EE-ST 120002 124
766 rdm1000_5.apx SE-ST 120003 124
767 rdm1000_5.apx EE-PR 120004 124
768 rdm1000_5.apx SE-PR 120003 124
769 rdm200_0.apx EE-GR 103 0
770 rdm200_0.apx SE-GR 101 0
771 rdm200_0.apx EE-CO 103 0
772 rdm200_0.apx SE-CO 101 0
773 rdm200_0.apx EE-ST 103 0
774 rdm200_0.apx SE-ST 102 0
775 rdm200_0.apx EE-PR 103 0
776 rdm200_0.apx SE-PR 102 0
777 rdm200_1.apx EE-GR 102 0
778 rdm200_1.apx SE-GR 101 0
779 rdm200_1.apx EE-CO 103 0
780 rdm200_1.apx SE-CO 102 0
781 rdm200_1.apx EE-ST 102 0
782 rdm200_1.apx SE-ST 107 0
783 rdm200_1.apx EE-PR 103 0
784 rdm200_1.apx SE-PR 102 0
785 rdm200_10.apx EE-GR 101 0
786 rdm200_10.apx SE-GR 100 0
787 rdm200_10.apx EE-CO 101 0
788 rdm200_10.apx SE-CO 100 0
789 rdm200_10.apx EE-ST 100 0
790 rdm200_10.apx SE-ST 100 0
791 rdm200_10.apx EE-PR 101 0
792 rdm200_10.apx SE-PR 100 0
793 rdm200_11.apx EE-GR 100 0
794 rdm200_11.apx SE-GR 100 0
795 rdm200_11.apx EE-CO 101 0
796 rdm200_11.apx SE-CO 100 0
797 rdm200_11.apx EE-ST 101 0
798 rdm200_11.apx SE-ST 100 0
799 rdm200_11.apx EE-PR 101 0
800 rdm200_11.apx SE-PR 100 0
801 rdm200_12.apx EE-GR 100 0
802 rdm200_12.apx SE-GR 101 0
803 rdm200_12.apx EE-CO 100 0
804 rdm200_12.apx SE-CO 100 0
805 rdm200_12.apx EE-ST 100 0
806 rdm200_12.apx SE-ST 100 0
807 rdm200_12.apx EE-PR 101 0
808 rdm200_12.apx SE-PR 100 0
809 rdm200_13.apx EE-GR 100 0
810 rdm200_13.apx SE-GR 101 0
811 rdm200_13.apx EE-CO 100 0
812 rdm200_13.apx SE-CO 100 0
813 rdm200_13.apx EE-ST 101 0
814 rdm200_13.apx SE-ST 101 0
815 rdm200_13.apx EE-PR 100 0
816 rdm200_13.apx SE-PR 101 0
817 rdm200_14.apx EE-GR 100 0
818 rdm200_14.apx SE-GR 101 0
819 rdm200_14.apx EE-CO 101 0
820 rdm200_14.apx SE-CO 100 0
821 rdm200_14.apx EE-ST 101 0
822 rdm200_14.apx SE-ST 103 0
823 rdm200_14.apx EE-PR 101 0
824 rdm200_14.apx SE-PR 100 0
825 rdm200_15.apx EE-GR 100 0
826 rdm200_15.apx SE-GR 101 0
827 rdm200_15.apx EE-CO 100 0
828 rdm200_15.apx SE-CO 101 0
829 rdm200_15.apx EE-ST 100 0
830 rdm200_15.apx SE-ST 101 0
831 rdm200_15.apx EE-PR 100 0
832 rdm200_15.apx SE-PR 101 0
833 rdm200_2.apx EE-GR 101 0
834 rdm200_2.apx SE-GR 101 0
835 rdm200_2.apx EE-CO 105 0
836 rdm200_2.apx SE-CO 101 0
837 rdm200_2.apx EE-ST 103 0
838 rdm200_2.apx SE-ST 103 0
839 rdm200_2.apx EE-PR 102 0
840 rdm200_2.apx SE-PR 103 0
841 rdm200_20.apx EE-GR 101 0
842 rdm200_20.apx SE-GR 101 0
843 rdm200_20.apx EE-CO 206 0
844 rdm200_20.apx SE-CO 102 0
845 rdm200_20.apx EE-ST 150 0
846 rdm200_20.apx SE-ST 148 0
847 rdm200_20.apx EE-PR 207 0
848 rdm200_20.apx SE-PR 207 0
849 rdm200_21.apx EE-GR 101 0
850 rdm200_21.apx SE-GR 101 0
851 rdm200_21.apx EE-CO 133 0
852 rdm200_21.apx SE-CO 103 0
853 rdm200_21.apx EE-ST 117 0
854 rdm200_21.apx SE-ST 117 0
855 rdm200_21.apx EE-PR 134 0
856 rdm200_21.apx SE-PR 135 0
857 rdm200_22.apx EE-GR 104 0
858 rdm200_22.apx SE-GR 101 0
859 rdm200_22.apx EE-CO 138 0
860 rdm200_22.apx SE-CO 101 0
861 rdm200_22.apx EE-ST 119 0
862 rdm200_22.apx SE-ST 119 0
863 rdm200_22.apx EE-PR 140 0
864 rdm200_22.apx SE-PR 140 0
865 rdm200_23.apx EE-GR 100 0
866 rdm200_23.apx SE-GR 101 0
867 rdm200_23.apx EE-CO 164 0
868 rdm200_23.apx SE-CO 103 0
869 rdm200_23.apx EE-ST 140 0
870 rdm200_23.apx SE-ST 139 0
871 rdm200_23.apx EE-PR 164 0
872 rdm200_23.apx SE-PR 165 0
873 rdm200_24.apx EE-GR 101 0
874 rdm200_24.apx SE-GR 101 0
875 rdm200_24.apx EE-CO 139 0
876 rdm200_24.apx SE-CO 102 0
877 rdm200_24.apx EE-ST 120 0
878 rdm200_24.apx SE-ST 120 0
879 rdm200_24.apx EE-PR 138 0
880 rdm200_24.apx SE-PR 138 0
881 rdm200_25.apx EE-GR 101 0
882 rdm200_25.apx SE-GR 101 0
883 rdm200_25.apx EE-CO 163 0
884 rdm200_25.apx SE-CO 101 0
885 rdm200_25.apx EE-ST 123 0
886 rdm200_25.apx SE-ST 122 0
887 rdm200_25.apx EE-PR 163 0
888 rdm200_25.apx SE-PR 163 0
889 rdm200_3.apx EE-GR 103 0
890 rdm200_3.apx SE-GR 103 0
891 rdm200_3.apx EE-CO 102 0
892 rdm200_3.apx SE-CO 102 0
893 rdm200_3.apx EE-ST 103 0
894 rdm200_3.apx SE-ST 102 0
895 rdm200_3.apx EE-PR 102 0
896 rdm200_3.apx SE-PR 102 0
897 rdm200_30.apx EE-GR 123 0
898 rdm200_30.apx SE-GR 123 0
899 rdm200_30.apx EE-CO 11070 0
900 rdm200_30.apx SE-CO 126 0
901 rdm200_30.apx EE-ST 8073 0
902 rdm200_30.apx SE-ST 8073 0
903 rdm200_30.apx EE-PR 11044 0
904 rdm200_30.apx SE-PR 11059 0
905 rdm200_31.apx EE-GR 122 0
906 rdm200_31.apx SE-GR 122 0
907 rdm200_31.apx EE-CO 7172 0
908 rdm200_31.apx SE-CO 126 0
909 rdm200_31.apx EE-ST 4723 0
910 rdm200_31.apx SE-ST 4713 0
911 rdm200_31.apx EE-PR 7165 0
912 rdm200_31.apx SE-PR 7161 0
913 rdm200_32.apx EE-GR 122 0
914 rdm200_32.apx SE-GR 122 0
915 rdm200_32.apx EE-CO 8404 0
916 rdm200_32.apx SE-CO 124 0
917 rdm200_32.apx EE-ST 5583 0
918 rdm200_32.apx SE-ST 5586 0
919 rdm200_32.apx EE-PR 8413 0
920 rdm200_32.apx SE-PR 8419 0
921 rdm200_33.apx EE-GR 122 0
922 rdm200_33.apx SE-GR 122 0
923 rdm200_33.apx EE-CO 7633 0
924 rdm200_33.apx SE-CO 124 0
925 rdm200_33.apx EE-ST 5459 0
926 rdm200_33.apx SE-ST 5459 0
927 rdm200_33.apx EE-PR 7628 0
928 rdm200_33.apx SE-PR 7624 0
929 rdm200_34.apx EE-GR 123 0
930 rdm200_34.apx SE-GR 122 0
931 rdm200_34.apx EE-CO 7654 0
932 rdm200_34.apx SE-CO 125 0
933 rdm200_34.apx EE-ST 5447 0
934 rdm200_34.apx SE-ST 2254 0
935 rdm200_34.apx EE-PR 7661 0
936 rdm200_34.apx SE-PR 7658 0
937 rdm200_35.apx EE-GR 122 0
938 rdm200_35.apx SE-GR 122 0
939 rdm200_35.apx EE-CO 6072 0
940 rdm200_35.apx SE-CO 124 0
941 rdm200_35.apx EE-ST 4020 0
942 rdm200_35.apx SE-ST 4021 0
943 rdm200_35.apx EE-PR 6089 0
944 rdm200_35.apx SE-PR 6080 0
945 rdm200_4.apx EE-GR 102 0
946 rdm200_4.apx SE-GR 101 0
947 rdm200_4.apx EE-CO 103 0
948 rdm200_4.apx SE-CO 102 0
949 rdm200_4.apx EE-ST 103 0
950 rdm200_4.apx SE-ST 102 0
951 rdm200_4.apx EE-PR 103 0
952 rdm200_4.apx SE-PR 103 0
953 rdm200_5.apx EE-GR 102 0
954 rdm200_5.apx SE-GR 103 0
955 rdm200_5.apx EE-CO 102 0
956 rdm200_5.apx SE-CO 102 0
957 rdm200_5.apx EE-ST 103 0
958 rdm200_5.apx SE-ST 103 0
959 rdm200_5.apx EE-PR 102 0
960 rdm200_5.apx SE-PR 102 0
961 rdm20_0.apx EE-GR 98 0
962 rdm20_0.apx SE-GR 99 0
963 rdm20_0.apx EE-CO 99 0
964 rdm20_0.apx SE-CO 99 0
965 rdm20_0.apx EE-ST 98 0
966 rdm20_0.apx SE-ST 99 0
967 rdm20_0.apx EE-PR 99 0
968 rdm20_0.apx SE-PR 99 0
969 rdm20_1.apx EE-GR 99 0
970 rdm20_1.apx SE-GR 99 0
971 rdm20_1.apx EE-CO 97 0
972 rdm20_1.apx SE-CO 100 0
973 rdm20_1.apx EE-ST 99 0
974 rdm20_1.apx SE-ST 99 0
975 rdm20_1.apx EE-PR 99 0
976 rdm20_1.apx SE-PR 99 0
977 rdm20_10.apx EE-GR 98 0
978 rdm20_10.apx SE-GR 99 0
979 rdm20_10.apx EE-CO 99 0
980 rdm20_10.apx SE-CO 99 0
981 rdm20_10.apx EE-ST 99 0
982 rdm20_10.apx SE-ST 99 0
983 rdm20_10.apx EE-PR 98 0
984 rdm20_10.apx SE-PR 98 0
985 rdm20_11.apx EE-GR 98 0
986 rdm20_11.apx SE-GR 99 0
987 rdm20_11.apx EE-CO 98 0
988 rdm20_11.apx SE-CO 99 0
989 rdm20_11.apx EE-ST 99 0
990 rdm20_11.apx SE-ST 99 0
991 rdm20_11.apx EE-PR 99 0
992 rdm20_11.apx SE-PR 99 0
993 rdm20_12.apx EE-GR 98 0
994 rdm20_12.apx SE-GR 99 0
995 rdm20_12.apx EE-CO 99 0
996 rdm20_12.apx SE-CO 99 0
997 rdm20_12.apx EE-ST 98 0
998 rdm20_12.apx SE-ST 99 0
999 rdm20_12.apx EE-PR 98 0
1000 rdm20_12.apx SE-PR 98 0
1001 rdm20_13.apx EE-GR 99 0
1002 rdm20_13.apx SE-GR 98 0
1003 rdm20_13.apx EE-CO 100 0
1004 rdm20_13.apx SE-CO 99 0
1005 rdm20_13.apx EE-ST 98 0
1006 rdm20_13.apx SE-ST 99 0
1007 rdm20_13.apx EE-PR 98 0
1008 rdm20_13.apx SE-PR 99 0
1009 rdm20_14.apx EE-GR 99 0
1010 rdm20_14.apx SE-GR 98 0
1011 rdm20_14.apx EE-CO 99 0
1012 rdm20_14.apx SE-CO 99 0
1013 rdm20_14.apx EE-ST 99 0
1014 rdm20_14.apx SE-ST 98 0
1015 rdm20_14.apx EE-PR 98 0
1016 rdm20_14.apx SE-PR 98 0
1017 rdm20_15.apx EE-GR 98 0
1018 rdm20_15.apx SE-GR 99 0
1019 rdm20_15.apx EE-CO 99 0
1020 rdm20_15.apx SE-CO 98 0
1021 rdm20_15.apx EE-ST 98 0
1022 rdm20_15.apx SE-ST 97 0
1023 rdm20_15.apx EE-PR 99 0
1024 rdm20_15.apx SE-PR 98 0
1025 rdm20_2.apx EE-GR 100 0
1026 rdm20_2.apx SE-GR 98 0
1027 rdm20_2.apx EE-CO 98 0
1028 rdm20_2.apx SE-CO 99 0
1029 rdm20_2.apx EE-ST 99 0
1030 rdm20_2.apx SE-ST 99 0
1031 rdm20_2.apx EE-PR 98 0
1032 rdm20_2.apx SE-PR 99 0
1033 rdm20_20.apx EE-GR 99 0
1034 rdm20_20.apx SE-GR 99 0
1035 rdm20_20.apx EE-CO 99 0
1036 rdm20_20.apx SE-CO 99 0
1037 rdm20_20.apx EE-ST 98 0
1038 rdm20_20.apx SE-ST 99 0
1039 rdm20_20.apx EE-PR 98 0
1040 rdm20_20.apx SE-PR 100 0
1041 rdm20_21.apx EE-GR 98 0
1042 rdm20_21.apx SE-GR 99 0
1043 rdm20_21.apx EE-CO 100 0
1044 rdm20_21.apx SE-CO 99 0
1045 rdm20_21.apx EE-ST 99 0
1046 rdm20_21.apx SE-ST 99 0
1047 rdm20_21.apx EE-PR 99 0
1048 rdm20_21.apx SE-PR 99 0
1049 rdm20_22.apx EE-GR 99 0
1050 rdm20_22.apx SE-GR 99 0
1051 rdm20_22.apx EE-CO 98 0
1052 rdm20_22.apx SE-CO 99 0
1053 rdm20_22.apx EE-ST 99 0
1054 rdm20_22.apx SE-ST 99 0
1055 rdm20_22.apx EE-PR 99 0
1056 rdm20_22.apx SE-PR 100 0
1057 rdm20_23.apx EE-GR 98 0
1058 rdm20_23.apx SE-GR 99 0
1059 rdm20_23.apx EE-CO 99 0
1060 rdm20_23.apx SE-CO 98 0
1061 rdm20_23.apx EE-ST 100 0
1062 rdm20_23.apx SE-ST 98 0
1063 rdm20_23.apx EE-PR 99 0
1064 rdm20_23.apx SE-PR 99 0
1065 rdm20_24.apx EE-GR 99 0
1066 rdm20_24.apx SE-GR 98 0
1067 rdm20_24.apx EE-CO 99 0
1068 rdm20_24.apx SE-CO 98 0
1069 rdm20_24.apx EE-ST 98 0
1070 rdm20_24.apx SE-ST 99 0
1071 rdm20_24.apx EE-PR 99 0
1072 rdm20_24.apx SE-PR 98 0
1073 rdm20_25.apx EE-GR 99 0
1074 rdm20_25.apx SE-GR 98 0
1075 rdm20_25.apx EE-CO 99 0
1076 rdm20_25.apx SE-CO 100 0
1077 rdm20_25.apx EE-ST 98 0
1078 rdm20_25.apx SE-ST 99 0
1079 rdm20_25.apx EE-PR 98 0
1080 rdm20_25.apx SE-PR 98 0
1081 rdm20_3.apx EE-GR 99 0
1082 rdm20_3.apx SE-GR 98 0
1083 rdm20_3.apx EE-CO 99 0
1084 rdm20_3.apx SE-CO 98 0
1085 rdm20_3.apx EE-ST 98 0
1086 rdm20_3.apx SE-ST 99 0
1087 rdm20_3.apx EE-PR 99 0
1088 rdm20_3.apx SE-PR 98 0
1089 rdm20_30.apx EE-GR 98 0
1090 rdm20_30.apx SE-GR 99 0
1091 rdm20_30.apx EE-CO 98 0
1092 rdm20_30.apx SE-CO 99 0
1093 rdm20_30.apx EE-ST 99 0
1094 rdm20_30.apx SE-ST 98 0
1095 rdm20_30.apx EE-PR 99 0
1096 rdm20_30.apx SE-PR 98 0
1097 rdm20_31.apx EE-GR 99 0
1098 rdm20_31.apx SE-GR 98 0
1099 rdm20_31.apx EE-CO 98 0
1100 rdm20_31.apx SE-CO 99 0
1101 rdm20_31.apx EE-ST 98 0
1102 rdm20_31.apx SE-ST 96 0
1103 rdm20_31.apx EE-PR 99 0
